,GEO_LON,GEO_LAT,SERIOUSLY_INJURED,FATALITIES,INCIDENT_ID
106,-105.02508279999999,39.70041068,5.0,1.0,145
107,-104.9949518,39.76568304,7.0,0.0,145
108,-104.84703590000001,39.77108567,5.0,0.0,144
109,-105.00643840000001,39.78383929,3.0,0.0,144
110,-104.9988554,39.74011671,8.0,0.0,142
111,-104.8851193,39.63930396,1.0,0.0,142
112,-104.90094409999999,39.78310825,2.0,0.0,141
113,-105.0532168,39.65616209,6.0,0.0,141
114,-104.80989840000001,39.77504663,12.0,2.0,140
115,-104.9034554,39.74014394,3.0,0.0,140
116,-104.9592218,39.71827547,1.0,0.0,139
117,-104.9893015,39.75414235,3.0,0.0,139
118,-104.98741580000001,39.75278074,2.0,0.0,139
119,-105.02515729999999,39.72932159,4.0,0.0,139
120,-104.8657449,39.77583292,5.0,1.0,138
121,-104.94074850000001,39.67841494,0.0,1.0,138
122,-105.0251935,39.7843831,6.0,0.0,138
123,-105.0153483,39.73080797,12.0,0.0,138
124,-104.82999709999999,39.77273043,6.0,1.0,137
125,-104.9034982,39.7112801,3.0,0.0,136
126,-104.98739779999998,39.7489126,0.0,0.0,136
127,-105.053114,39.65334498,10.0,0.0,136
128,-104.9406923,39.72559838,2.0,0.0,135
129,-105.0532659,39.67915714,14.0,1.0,134
130,-104.91288200000001,39.77840814,3.0,0.0,132
131,-104.9128385,39.70289899,3.0,0.0,132
132,-104.90641200000002,39.632816299999995,1.0,0.0,131
133,-104.90274679999999,39.76196526,9.0,0.0,131
134,-104.88278970000002,39.77712044,8.0,0.0,131
135,-105.0032268,39.7485028,2.0,0.0,130
136,-104.8470317,39.77803115,3.0,0.0,130
137,-104.94074540000001,39.70734239,1.0,0.0,129
138,-104.97342739999999,39.68982168,2.0,0.0,129
139,-104.88478570000001,39.65306754,3.0,0.0,129
140,-105.01583719999999,39.75630245,2.0,0.0,128
141,-104.9899358,39.72904514,5.0,0.0,128
142,-104.8800366,39.77703735,8.0,0.0,128
143,-104.91262179999998,39.76190514,4.0,0.0,127
144,-104.92226609999999,39.67847108,2.0,0.0,127
145,-104.95939380000002,39.67842529,4.0,0.0,126
146,-104.94065490000001,39.68749057,3.0,0.0,125
147,-104.98747639999999,39.70118346,5.0,0.0,125
148,-104.9407119,39.7177936,4.0,1.0,124
149,-104.99206709999999,39.6875729,6.0,2.0,123
150,-104.9983937,39.711204200000005,4.0,0.0,123
151,-104.9875348,39.7014555,3.0,0.0,123
152,-105.0252388,39.769287299999995,5.0,0.0,121
153,-104.94070829999998,39.71156175,0.0,0.0,121
154,-104.8097984,39.78375402,7.0,0.0,120
155,-104.9406659,39.73827872,2.0,0.0,119
156,-104.9921783,39.68939628,1.0,0.0,119
157,-104.90345420000001,39.76745936,3.0,0.0,119
158,-104.91280400000001,39.74015253,5.0,0.0,118
159,-104.99884270000001,39.74140144,1.0,1.0,116
160,-104.92229590000001,39.778454700000005,6.0,1.0,115
161,-104.9684633,39.74001081,4.0,0.0,115
162,-104.9593256,39.78000044,1.0,1.0,115
163,-104.94980819999999,39.77996733,2.0,0.0,113
164,-104.99000890000002,39.71117089,2.0,0.0,113
165,-104.91281200000002,39.67845993,2.0,0.0,112
166,-104.99808030000001,39.74010243,2.0,0.0,112
167,-104.8708432,39.67475622,1.0,0.0,111
168,-104.94069540000001,39.72922767,4.0,0.0,111
169,-104.9936993,39.75931967,2.0,0.0,111
170,-104.9129318,39.65309071,2.0,0.0,111
171,-105.0532438,39.78367479,4.0,0.0,110
172,-104.9070991,39.63427757,6.0,1.0,110
173,-104.91231670000002,39.70240497,0.0,0.0,110
174,-104.98737890000001,39.7544195,4.0,2.0,110
175,-104.88420420000001,39.72383106,3.0,0.0,109
176,-104.875381,39.70897633,3.0,0.0,108
177,-104.8966094,39.77825723,1.0,0.0,108
178,-104.88068159999999,39.77691995,1.0,0.0,107
179,-104.99985929999998,39.74195757,2.0,0.0,107
180,-104.9670916,39.78014291,1.0,0.0,107
181,-104.9955053,39.70458117,3.0,1.0,106
182,-104.987404,39.72909453,2.0,0.0,106
183,-104.90345020000001,39.74744087,2.0,0.0,106
184,-104.9827246,39.69734119,2.0,1.0,105
185,-105.0324564,39.71121001,0.0,0.0,105
186,-104.9406145,39.69656916,2.0,0.0,105
187,-105.0532529,39.71134025,4.0,1.0,105
188,-104.9875777,39.71115758,6.0,0.0,105
189,-105.0144581,39.74179085,0.0,0.0,104
190,-104.995297,39.76911332,7.0,0.0,104
191,-104.9406979,39.71464468,1.0,0.0,103
192,-104.9549101,39.71731668,2.0,0.0,103
193,-104.95046950000001,39.68472289,1.0,0.0,103
194,-104.9153469,39.65308628,2.0,0.0,102
195,-105.0532068,39.74035211,6.0,0.0,102
196,-104.9668604,39.78012814,1.0,0.0,102
197,-104.9128831,39.77828186,1.0,0.0,101
198,-104.9405199,39.78377238,10.0,0.0,101
199,-104.87565829999998,39.6530496,4.0,1.0,100
200,-104.9082195,39.70021562,2.0,0.0,100
201,-104.9158156,39.678293700000005,0.0,0.0,99
202,-104.948729,39.78146393,0.0,0.0,98
203,-104.98613610000001,39.74006186,1.0,0.0,98
204,-104.9406297,39.68931883,1.0,0.0,98
205,-104.9835866,39.74004521,4.0,0.0,97
206,-104.940621,39.75103578,4.0,0.0,97
207,-104.9668018,39.78082516,6.0,0.0,97
208,-104.99857649999998,39.75774831,3.0,0.0,97
209,-104.8470302,39.776664000000004,5.0,0.0,97
210,-104.9861527,39.72906711,3.0,0.0,97
211,-104.90174350000001,39.78199775,3.0,0.0,97
212,-105.00177820000002,39.75966985,3.0,0.0,96
213,-104.8098811,39.77318799,5.0,0.0,96
214,-104.94069420000001,39.68568433,6.0,2.0,96
215,-104.9128742,39.66762984,1.0,0.0,95
216,-104.9025371,39.76737784,2.0,0.0,95
217,-104.9365655,39.71133334,1.0,0.0,95
218,-105.0028098,39.74009231,5.0,1.0,95
219,-104.9934201,39.75365228,3.0,0.0,94
220,-104.78637859999999,39.79838389,0.0,2.0,94
221,-104.9874201,39.7448854,1.0,0.0,94
222,-105.0532033,39.68228656,5.0,0.0,94
223,-105.0252205,39.74047586,2.0,1.0,93
224,-104.9875672,39.67851852,0.0,0.0,93
225,-104.92225970000001,39.70730246,1.0,0.0,92
226,-104.99058020000001,39.72892714,2.0,0.0,92
227,-104.94057190000001,39.76567051,7.0,1.0,92
228,-104.99861200000001,39.72890399,1.0,0.0,92
229,-104.86605390000001,39.67084582,1.0,0.0,92
230,-104.9740553,39.718886299999994,2.0,0.0,92
231,-104.97343400000001,39.67851098,2.0,0.0,91
232,-104.93165379999999,39.78014739,6.0,0.0,91
233,-104.9498147,39.78004423,3.0,0.0,91
234,-104.9316584,39.78001839,4.0,1.0,90
235,-105.0064591,39.76928693,3.0,0.0,90
236,-105.0394574,39.72549662,3.0,0.0,88
237,-105.0158369,39.75840257,1.0,0.0,88
238,-105.02508759999999,39.70758965,5.0,0.0,87
239,-104.9406328,39.69293993,0.0,0.0,87
240,-104.94063590000002,39.74739014,5.0,0.0,87
241,-105.025226,39.78746336,13.0,0.0,86
242,-104.9316173,39.67846175,2.0,0.0,85
243,-104.9405707,39.76447358,2.0,0.0,85
244,-104.9498564,39.71624994,1.0,0.0,84
245,-104.846942,39.77734708,2.0,1.0,84
246,-104.89291609999998,39.71130832,3.0,0.0,84
247,-104.96872820000002,39.68767841,0.0,1.0,83
248,-104.9406797,39.66832823,4.0,0.0,83
249,-105.0532447,39.78353204,3.0,1.0,83
250,-105.05217759999998,39.65482664,3.0,0.0,83
251,-105.0324777,39.72509024,0.0,0.0,83
252,-104.86610890000001,39.66751325,9.0,1.0,82
253,-104.987378,39.7433561,1.0,0.0,82
254,-104.98636909999999,39.711157799999995,2.0,0.0,82
255,-104.94981059999999,39.78011284,4.0,0.0,82
256,-104.8923437,39.63129482,3.0,0.0,82
257,-105.00065079999999,39.71120008,7.0,0.0,82
258,-104.8470242,39.7795959,3.0,0.0,82
259,-104.90078249999999,39.78328587,3.0,1.0,82
260,-104.93946940000001,39.7113527,1.0,0.0,81
261,-104.9895603,39.78406107,9.0,0.0,81
262,-104.98613119999999,39.73684713,4.0,0.0,80
263,-105.025093,39.7094098,1.0,0.0,79
264,-105.053257,39.72409758,1.0,0.0,79
265,-105.0252228,39.75483629,1.0,0.0,79
266,-104.97339129999999,39.74483444,3.0,0.0,79
267,-104.91288190000002,39.77799909,2.0,0.0,79
268,-104.8968892,39.77839868,0.0,0.0,79
269,-104.99335890000002,39.67845028,0.0,0.0,79
270,-104.9594278,39.68278503,4.0,0.0,78
271,-104.8470541,39.78631919,5.0,0.0,78
272,-105.0251852,39.78560468,5.0,0.0,77
273,-104.92229350000001,39.77832292,0.0,0.0,77
274,-105.02516100000001,39.66049954,7.0,0.0,77
275,-104.9891547,39.78405931,0.0,1.0,77
276,-104.9099635,39.63861871,1.0,0.0,77
277,-104.9754284,39.77296039,6.0,1.0,77
278,-105.02994009999999,39.71116704,0.0,1.0,77
279,-104.97925330000001,39.69435269,3.0,0.0,77
280,-104.9957212,39.73685567,3.0,0.0,76
281,-104.9402594,39.69252361,0.0,0.0,76
282,-104.9141399,39.65301987,0.0,0.0,76
283,-105.05324270000001,39.76932003,0.0,0.0,76
284,-104.9407044,39.72096164,3.0,1.0,76
285,-104.95879740000002,39.74011774,2.0,0.0,76
286,-104.9124306,39.74015341,3.0,0.0,76
287,-105.0251645,39.7329893,6.0,0.0,76
288,-104.97925490000002,39.69414131,0.0,0.0,76
289,-104.9769518,39.692278,5.0,0.0,76
290,-105.05309369999999,39.65318292,0.0,1.0,76
291,-104.865821,39.78236154,1.0,0.0,75
292,-104.99036059999999,39.74006925,0.0,0.0,75
293,-105.05323870000001,39.73310474,2.0,1.0,75
294,-104.94023829999999,39.68715091,1.0,1.0,75
295,-104.9592628,39.71111592,2.0,0.0,75
296,-104.96079080000001,39.67833013,1.0,0.0,75
297,-105.02523590000001,39.76025546,2.0,0.0,74
298,-105.0252337,39.75847653,2.0,0.0,74
299,-104.94040420000002,39.68862868,1.0,1.0,74
300,-105.0252418,39.76202067,0.0,0.0,74
301,-104.98232800000001,39.7400232,4.0,0.0,74
302,-105.02504740000002,39.67676516,3.0,0.0,74
303,-104.9597834,39.73998775,1.0,0.0,73
304,-104.98741399999999,39.73843125,3.0,0.0,73
305,-105.010077,39.7570665,2.0,0.0,73
306,-104.99351680000001,39.73386484,4.0,0.0,73
307,-104.9889554,39.75576329,1.0,0.0,73
308,-105.00060890000002,39.74405813,1.0,0.0,73
309,-105.0092774,39.75645922,3.0,0.0,73
310,-105.00952420000002,39.74507294,2.0,0.0,72
311,-105.00481299999998,39.74194008,0.0,0.0,72
312,-105.0186712,39.72532008,0.0,0.0,72
313,-104.98625279999999,39.72413977,4.0,1.0,72
314,-104.98745290000001,39.720944,2.0,0.0,72
315,-104.99481740000002,39.76804337,1.0,0.0,71
316,-104.9222945,39.71128333,3.0,1.0,71
317,-104.9874314,39.69663429,3.0,1.0,71
318,-104.99427240000001,39.75433402,6.0,1.0,71
319,-104.94069809999999,39.71506471,0.0,0.0,71
320,-105.0014243,39.74641153,1.0,0.0,71
321,-104.99169440000001,39.75228868,2.0,0.0,70
322,-105.02506909999998,39.67513178,3.0,0.0,69
323,-105.01021850000001,39.75717416,0.0,0.0,69
324,-105.02271029999999,39.71115714,3.0,0.0,69
325,-105.02036969999999,39.67865692,3.0,0.0,69
326,-104.98612309999999,39.73844209,5.0,0.0,68
327,-105.02986200000001,39.74032978,0.0,1.0,68
328,-104.7862619,39.81927444,2.0,0.0,68
329,-104.9906543,39.72997616,1.0,0.0,68
330,-104.96941729999999,39.73988883,5.0,0.0,68
331,-104.8830697,39.78572825,1.0,0.0,68
332,-104.92698390000001,39.70811073,3.0,0.0,68
333,-104.9406083,39.75441789,4.0,0.0,67
334,-104.95923400000001,39.71531884,0.0,0.0,67
335,-104.99176740000001,39.75792225,0.0,0.0,67
336,-104.92525259999998,39.70772617,0.0,0.0,67
337,-104.99679640000002,39.70643155,2.0,0.0,67
338,-104.93955109999999,39.67843395,1.0,0.0,67
339,-105.00019479999999,39.72731846,2.0,0.0,67
340,-104.98611609999999,39.74327922,4.0,0.0,67
341,-104.9034564,39.74378419,2.0,0.0,66
342,-104.7720769,39.77799515,4.0,0.0,66
343,-104.8934098,39.63487482,3.0,0.0,66
344,-105.0250838,39.70394663,7.0,0.0,66
345,-104.9590281,39.72911298,0.0,0.0,66
346,-104.95938559999999,39.67302792,2.0,0.0,65
347,-105.0532314,39.69686424,4.0,0.0,65
348,-105.0250628,39.69129619,5.0,1.0,65
349,-105.02521829999999,39.7439541,3.0,1.0,65
350,-104.94791709999998,39.7838073,4.0,0.0,65
351,-104.8901906,39.76028941,4.0,0.0,65
352,-104.8846547,39.7474539,0.0,0.0,65
353,-104.90178689999999,39.65226032,1.0,0.0,64
354,-105.0346429,39.76954721,2.0,0.0,64
355,-104.99260009999999,39.75294322,1.0,1.0,64
356,-104.97864240000001,39.78184725,2.0,0.0,64
357,-104.9924009,39.71118399,2.0,0.0,64
358,-104.9874763,39.70021162,2.0,0.0,64
359,-104.8934503,39.63553667,2.0,0.0,64
360,-104.98572959999998,39.73584884,1.0,0.0,64
361,-104.8658175,39.7729206,1.0,0.0,64
362,-104.9284096,39.67839678,1.0,0.0,63
363,-104.90346770000001,39.73869998,2.0,0.0,63
364,-104.9968973,39.73845845,2.0,0.0,62
365,-104.6655632,39.8496261,0.0,0.0,62
366,-104.99515339999999,39.74559142,2.0,0.0,62
367,-104.9864709,39.74824146,0.0,0.0,62
368,-104.9874154,39.73385489,3.0,0.0,62
369,-105.01101229999999,39.71118871,2.0,0.0,62
370,-104.98739350000001,39.73684989,4.0,0.0,62
371,-104.89815779999999,39.69653524,1.0,0.0,62
372,-104.99686070000001,39.73861203,0.0,0.0,62
373,-104.9035935,39.67665101,0.0,0.0,61
374,-105.0251086,39.66771407,7.0,0.0,61
375,-105.052765,39.65461749,3.0,0.0,61
376,-104.98613190000002,39.73384655,3.0,0.0,61
377,-104.99009740000001,39.74544608,5.0,0.0,61
378,-105.0064466,39.78015249,3.0,0.0,60
379,-104.8827912,39.77411989,2.0,0.0,60
380,-104.99339509999999,39.67834886,1.0,0.0,60
381,-105.02512920000001,39.72349326,0.0,0.0,60
382,-104.9837943,39.72342347,1.0,0.0,60
383,-104.9406713,39.73670845,0.0,0.0,60
384,-104.9849195,39.75078502,2.0,0.0,60
385,-104.90370859999999,39.7170573,0.0,0.0,60
386,-105.0213711,39.75846089,0.0,0.0,60
387,-104.9100933,39.63838601,2.0,0.0,59
388,-104.9124527,39.72563918,1.0,0.0,59
389,-104.89479720000001,39.63828351,1.0,0.0,59
390,-105.0252246,39.7766417,4.0,0.0,59
391,-104.9105068,39.67838799,0.0,0.0,59
392,-104.98288659999999,39.75106711,5.0,0.0,59
393,-104.70442309999999,39.83090062,1.0,0.0,59
394,-104.9035101,39.6956593,1.0,0.0,59
395,-104.91276090000002,39.72533599,3.0,0.0,58
396,-105.00017620000001,39.72892437,0.0,0.0,58
397,-104.9399702,39.69091347,0.0,0.0,58
398,-104.9928591,39.72893698,1.0,0.0,58
399,-105.02497520000001,39.69583108,0.0,0.0,58
400,-104.9875153,39.68757237,4.0,1.0,58
401,-104.99764760000001,39.73845617,3.0,0.0,58
402,-105.03248219999999,39.72548284,4.0,1.0,58
403,-104.90340810000001,39.72564033,0.0,0.0,58
404,-104.90342779999999,39.79355275,4.0,1.0,58
405,-104.99527479999999,39.74008219,1.0,0.0,58
406,-104.9575499,39.71796305,0.0,0.0,57
407,-104.98741729999999,39.72727447,2.0,0.0,57
408,-105.0351183,39.72575957,1.0,0.0,57
409,-104.90472749999999,39.65311259,0.0,0.0,57
410,-104.9210149,39.7069669,2.0,1.0,57
411,-104.88976799999999,39.62411873,0.0,0.0,57
412,-104.98853270000001,39.7405637,0.0,0.0,57
413,-104.99660549999999,39.71025767,0.0,0.0,57
414,-104.7701569,39.78504958,0.0,0.0,56
415,-104.7013303,39.837956899999995,2.0,0.0,56
416,-104.9870922,39.70171438,0.0,0.0,56
417,-104.9597779,39.73838723,1.0,0.0,56
418,-104.98750020000001,39.71835815,1.0,0.0,56
419,-104.9907169,39.75709963,0.0,0.0,56
420,-104.9828199,39.69742671,1.0,0.0,56
421,-104.9917415,39.69868453,0.0,0.0,56
422,-104.9504116,39.68485714,6.0,0.0,56
423,-104.94985109999999,39.71466313,3.0,0.0,56
424,-104.89557190000001,39.71702126,0.0,0.0,55
425,-104.93666529999999,39.679869700000005,0.0,0.0,55
426,-104.9048505,39.69893577,0.0,1.0,55
427,-105.02478640000001,39.69485299,1.0,1.0,55
428,-104.9127955,39.72927841,0.0,0.0,55
429,-105.0020591,39.74867082,0.0,0.0,55
430,-105.0250568,39.68588515,2.0,0.0,55
431,-105.0015645,39.71117376,1.0,0.0,55
432,-104.91182090000001,39.62416533,1.0,0.0,55
433,-104.8417134,39.78059031,2.0,0.0,55
434,-105.0158919,39.72932227,1.0,0.0,54
435,-105.02504520000001,39.68497092,3.0,0.0,54
436,-104.9405767,39.73920345,1.0,0.0,54
437,-104.9733956,39.71110867,1.0,0.0,54
438,-104.99184369999999,39.68848888,2.0,0.0,54
439,-104.98810320000001,39.75507602,3.0,0.0,54
440,-105.03457560000001,39.78344875,3.0,0.0,54
441,-104.776084,39.83199683,0.0,0.0,54
442,-104.94059509999998,39.75829413,3.0,1.0,54
443,-104.9827298,39.6971106,6.0,0.0,53
444,-104.98230490000002,39.73688526,1.0,0.0,53
445,-104.6929083,39.83797364,0.0,0.0,53
446,-104.89080249999999,39.7598753,1.0,0.0,53
447,-104.7913822,39.78363914,5.0,1.0,53
448,-104.98750259999998,39.71657372,2.0,1.0,53
449,-104.9406854,39.68009753,1.0,0.0,53
450,-104.9682271,39.73975169,1.0,1.0,53
451,-105.09115420000002,39.6144061,4.0,0.0,53
452,-104.94065079999999,39.6911281,0.0,0.0,52
453,-104.8099072,39.77668012,2.0,1.0,52
454,-104.95220559999998,39.718133200000004,0.0,0.0,52
455,-104.9719192,39.77030104,1.0,0.0,52
456,-104.9870284,39.73232409,5.0,0.0,52
457,-104.9919117,39.75616317,1.0,0.0,52
458,-105.0376051,39.65430625,2.0,0.0,52
459,-104.9593904,39.68025092,1.0,0.0,52
460,-104.91632450000002,39.74014534,3.0,0.0,52
461,-105.029973,39.76940238,1.0,0.0,52
462,-104.99915130000001,39.69669302,2.0,0.0,52
463,-105.08179840000001,39.63511713,1.0,0.0,52
464,-105.01120470000001,39.76928477,0.0,0.0,52
465,-105.03510700000001,39.72532303,0.0,0.0,52
466,-104.8478028,39.78310591,0.0,0.0,51
467,-104.9868864,39.73714691,2.0,0.0,51
468,-104.95936129999998,39.70386328,0.0,0.0,51
469,-104.94039040000001,39.77102563,0.0,0.0,51
470,-104.78730390000001,39.79839224,1.0,0.0,51
471,-104.89794599999999,39.76968792,0.0,0.0,51
472,-104.87200379999999,39.65303837,2.0,0.0,51
473,-105.00175970000001,39.76928086,0.0,0.0,51
474,-105.006744,39.74597824,0.0,0.0,50
475,-104.8464483,39.77992214,1.0,0.0,50
476,-104.9589697,39.6799772,1.0,0.0,50
477,-104.97924499999999,39.77832779,2.0,0.0,50
478,-104.9787436,39.74001562,1.0,0.0,50
479,-104.7719518,39.82189366,8.0,0.0,50
480,-104.9500636,39.74016235,0.0,0.0,50
481,-104.97761409999998,39.73841561,1.0,0.0,50
482,-104.86585559999999,39.76005375,2.0,0.0,50
483,-104.95931750000001,39.78012943,3.0,0.0,50
484,-105.0250003,39.71208334,1.0,0.0,50
485,-104.986125,39.73527406,4.0,0.0,50
486,-104.9407034,39.72688048,0.0,0.0,50
487,-104.9828878,39.67856392,3.0,0.0,49
488,-104.9023268,39.77160172,0.0,0.0,49
489,-104.90634209999999,39.69947865,1.0,0.0,49
490,-104.9874324,39.72666783,6.0,0.0,49
491,-105.0250703,39.69491728,6.0,0.0,49
492,-104.985479,39.75305231,2.0,0.0,49
493,-104.954623,39.71812796,0.0,0.0,49
494,-104.68048879999999,39.83694906,1.0,0.0,49
495,-104.95975859999999,39.76074731,0.0,0.0,49
496,-104.90184640000001,39.75660193,0.0,0.0,49
497,-104.86840890000002,39.65351052,2.0,0.0,49
498,-104.9687294,39.68751644,2.0,0.0,49
499,-104.97764129999999,39.74000524,2.0,0.0,49
500,-104.96687279999999,39.73967967,1.0,0.0,49
501,-104.95975259999999,39.76199088,6.0,1.0,49
502,-104.9040639,39.62834865,1.0,0.0,49
503,-104.99398240000001,39.75311937,1.0,0.0,48
504,-104.9848596,39.74005902,3.0,0.0,48
505,-104.9883647,39.74410436,0.0,0.0,48
506,-104.9031733,39.78917556,2.0,0.0,48
507,-104.95004409999999,39.71770308,0.0,0.0,48
508,-105.0249543,39.68317237,2.0,1.0,48
509,-104.8979496,39.76968794,0.0,0.0,48
510,-105.02510829999999,39.71975136,2.0,0.0,48
511,-104.99602659999998,39.73740604,0.0,0.0,48
512,-105.0251894,39.78026251,4.0,0.0,48
513,-104.9316406,39.78045479,3.0,0.0,48
514,-104.98754299999999,39.71298854,2.0,0.0,48
515,-104.9406128,39.721749100000004,0.0,0.0,48
516,-104.97875079999999,39.72086459,1.0,0.0,48
517,-104.96475840000001,39.74322245,2.0,0.0,48
518,-105.03461029999998,39.76213769,2.0,0.0,48
519,-104.9836216,39.72562992,3.0,0.0,48
520,-104.88482009999998,39.65117341,2.0,1.0,48
521,-104.9775385,39.7480841,0.0,0.0,48
522,-104.9592245,39.71608199,0.0,0.0,48
523,-105.0015351,39.747831299999994,1.0,0.0,48
524,-104.8827848,39.77727415,0.0,0.0,48
525,-104.97694990000001,39.69206386,2.0,0.0,48
526,-105.0088154,39.72136732,7.0,0.0,48
527,-104.98616899999999,39.72489161,0.0,0.0,48
528,-104.8419447,39.77376415,0.0,0.0,47
529,-104.7744762,39.78371737,1.0,0.0,47
530,-105.02464429999999,39.6985119,1.0,0.0,47
531,-105.02970890000002,39.68945629,5.0,0.0,47
532,-105.0075692,39.74645937,2.0,0.0,47
