,GEO_LON,GEO_LAT,SERIOUSLY_INJURED,FATALITIES,INCIDENT_ID
7151,-105.06389569999999,39.65347882,0.0,0.0,4
7152,-105.02875890000001,39.71080268,0.0,0.0,4
7153,-104.9829207,39.73196844,0.0,0.0,4
7154,-104.900554,39.76798819,0.0,0.0,4
7155,-104.94718950000001,39.73756009,0.0,0.0,4
7156,-104.97329850000001,39.69751623,0.0,0.0,4
7157,-105.0528497,39.6507908,1.0,0.0,4
7158,-104.98285619999999,39.67128316,0.0,0.0,4
7159,-104.9746632,39.74404125,0.0,0.0,4
7160,-104.9687648,39.67486064,0.0,0.0,4
7161,-104.92315239999999,39.76171289,0.0,0.0,4
7162,-104.9620117,39.7434021,0.0,0.0,4
7163,-104.93501709999998,39.76192417,0.0,0.0,4
7164,-104.956722,39.72066883,0.0,0.0,4
7165,-105.00513390000002,39.73224789,0.0,0.0,4
7166,-104.90053640000001,39.75838792,0.0,0.0,4
7167,-104.9564582,39.71433696,0.0,0.0,4
7168,-104.97331240000001,39.69567418,0.0,0.0,4
7169,-104.98328390000002,39.72900239,0.0,0.0,4
7170,-105.0036547,39.74532835,0.0,0.0,4
7171,-105.00150459999999,39.72811466,0.0,0.0,4
7172,-105.00147959999998,39.77065504,0.0,0.0,4
7173,-104.9907414,39.73022361,0.0,0.0,4
7174,-105.01663290000002,39.73684461,0.0,0.0,4
7175,-104.9636995,39.68452591,0.0,0.0,4
7176,-105.05531670000002,39.65042405,0.0,0.0,4
7177,-104.9821422,39.75121482,0.0,0.0,4
7178,-104.9195812,39.74322792,0.0,0.0,4
7179,-105.00408770000001,39.75801324,1.0,0.0,4
7180,-104.95566979999998,39.74861365,0.0,0.0,4
7181,-105.0040797,39.68220218,0.0,0.0,4
7182,-104.9130111,39.64954958,0.0,0.0,4
7183,-105.0039897,39.78343094,0.0,0.0,4
7184,-104.9819769,39.73363341,0.0,0.0,4
7185,-104.9819834,39.741902200000006,0.0,0.0,4
7186,-104.98199960000001,39.73681528,0.0,0.0,4
7187,-104.9199655,39.71137344,0.0,0.0,4
7188,-105.0786029,39.66528799,0.0,0.0,4
7189,-104.95785690000001,39.72561284,0.0,0.0,4
7190,-105.00403850000001,39.73680867,0.0,0.0,4
7191,-104.9120225,39.74641884,0.0,0.0,4
7192,-104.95570149999999,39.73673775,0.0,0.0,4
7193,-104.80033420000001,39.78974871,0.0,0.0,4
7194,-104.9059381,39.6405751,0.0,0.0,4
7195,-105.0171048,39.744231299999996,0.0,0.0,4
7196,-105.00388149999999,39.71024192,0.0,0.0,4
7197,-105.00202150000001,39.67833904,0.0,0.0,4
7198,-105.00632720000002,39.76225307,0.0,0.0,4
7199,-105.00631170000001,39.74272878,0.0,0.0,4
7200,-104.9906387,39.73652906,0.0,0.0,4
7201,-104.76912800000001,39.80181673,0.0,0.0,4
7202,-104.90584709999999,39.76927509,0.0,0.0,4
7203,-104.91303059999998,39.67569371,0.0,0.0,4
7204,-104.9817001,39.73836504,0.0,0.0,4
7205,-104.9738392,39.72209732,0.0,0.0,4
7206,-105.0019652,39.74086016,0.0,0.0,4
7207,-105.03250200000001,39.68943173,0.0,0.0,4
7208,-104.90585420000001,39.63706334,0.0,0.0,4
7209,-104.9634736,39.78194108,0.0,0.0,4
7210,-104.9058938,39.66764419,0.0,0.0,4
7211,-104.89455559999999,39.644473100000006,0.0,0.0,4
7212,-104.89990949999999,39.63298368,0.0,0.0,4
7213,-104.939986,39.696956,0.0,0.0,4
7214,-104.995575,39.75372193,0.0,0.0,4
7215,-105.0241346,39.71288421,0.0,0.0,4
7216,-104.98323810000001,39.76659852,0.0,0.0,4
7217,-104.89755770000001,39.73870282,0.0,0.0,4
7218,-104.94146070000001,39.67062431,0.0,0.0,4
7219,-104.8993247,39.74372474,0.0,0.0,4
7220,-105.05314990000001,39.66110618,0.0,0.0,4
7221,-105.0531487,39.75505544,0.0,0.0,4
7222,-104.9950095,39.74828115,0.0,0.0,4
7223,-104.75325749999999,39.77612031,0.0,0.0,4
7224,-104.9517007,39.73679605,0.0,0.0,4
7225,-104.9832416,39.76659854,0.0,0.0,4
7226,-104.89895729999999,39.75837438,0.0,0.0,4
7227,-105.0288034,39.67824628,0.0,0.0,4
7228,-105.0032827,39.7516491,0.0,0.0,4
7229,-105.00333859999999,39.74476149,0.0,0.0,4
7230,-105.05315590000001,39.76117735,0.0,0.0,4
7231,-105.0536426,39.68026493,0.0,0.0,4
7232,-104.8992898,39.65687352,0.0,0.0,4
7233,-104.98324509999999,39.72606477,0.0,0.0,4
7234,-104.9117297,39.76181833,0.0,0.0,4
7235,-105.0170004,39.75834421,0.0,0.0,4
7236,-105.0847721,39.63241252,0.0,0.0,4
7237,-104.92227609999999,39.74373259,0.0,0.0,4
7238,-104.98326709999999,39.7447986,0.0,0.0,4
7239,-105.053598,39.66771315,0.0,0.0,4
7240,-105.02384950000001,39.71300385,0.0,0.0,4
7241,-104.75280240000001,39.78210213,0.0,0.0,4
7242,-105.0297455,39.69883165,0.0,0.0,4
7243,-104.9558072,39.74373045,0.0,0.0,4
7244,-104.94173149999999,39.73753706,0.0,0.0,4
7245,-105.0531554,39.76683802,0.0,0.0,4
7246,-105.0471534,39.72951812,0.0,0.0,4
7247,-104.95159479999998,39.74307125,0.0,0.0,4
7248,-105.0039361,39.68945196,0.0,0.0,4
7249,-104.98147040000002,39.71653081,0.0,0.0,4
7250,-104.96116210000001,39.67115827,0.0,0.0,4
7251,-105.00221770000002,39.72883145,0.0,0.0,4
7252,-105.053154,39.76706312,1.0,0.0,4
7253,-104.9266373,39.71094494,0.0,0.0,4
7254,-104.9832253,39.74661578,0.0,0.0,4
7255,-104.95578629999999,39.71800981,2.0,0.0,4
7256,-104.7522262,39.7707385,0.0,0.0,4
7257,-104.9613534,39.72910718,0.0,0.0,4
7258,-105.0531531,39.78226066,0.0,0.0,4
7259,-105.0551655,39.67878823,0.0,0.0,4
7260,-104.8953125,39.63658402,0.0,0.0,4
7261,-104.9615598,39.78929229,0.0,0.0,4
7262,-104.94069540000001,39.70469842,0.0,0.0,4
7263,-104.9803142,39.75840757,0.0,0.0,4
7264,-104.80229870000001,39.78901915,0.0,0.0,4
7265,-105.00296019999999,39.77658276,0.0,0.0,4
7266,-104.9912342,39.75051326,0.0,0.0,4
7267,-104.97979879999998,39.746856,0.0,0.0,4
7268,-105.02279579999998,39.78743432,0.0,0.0,4
7269,-105.05211259999999,39.68228241,0.0,0.0,4
7270,-104.94183740000001,39.73048494,0.0,0.0,4
7271,-104.97519399999999,39.734418700000006,0.0,0.0,4
7272,-104.95856450000001,39.76198817,1.0,0.0,4
7273,-104.9555425,39.72561039,0.0,0.0,4
7274,-104.77039140000001,39.811062299999996,0.0,0.0,4
7275,-104.94183000000001,39.73364198,0.0,0.0,4
7276,-104.98011059999999,39.70383055,0.0,0.0,4
7277,-105.0651346,39.63866678,0.0,0.0,4
7278,-104.9536374,39.73787297,0.0,0.0,4
7279,-104.9372885,39.69386837,0.0,0.0,4
7280,-104.98078999999998,39.7258563,0.0,0.0,4
7281,-104.98012879999999,39.75174676,0.0,0.0,4
7282,-104.99517,39.71660138,0.0,0.0,4
7283,-105.05299280000001,39.64058963,0.0,0.0,4
7284,-105.02278510000001,39.79110188,0.0,0.0,4
7285,-104.98024679999999,39.763184,0.0,1.0,4
7286,-105.05264220000001,39.74078371,0.0,0.0,4
7287,-104.9541446,39.77640773,0.0,0.0,4
7288,-104.7959909,39.77576317,1.0,0.0,4
7289,-104.99516709999999,39.74516596,0.0,0.0,4
7290,-105.05618319999999,39.67796574,0.0,0.0,4
7291,-104.95413,39.78012197,0.0,0.0,4
7292,-104.94108130000001,39.77360944,0.0,0.0,4
7293,-104.9391148,39.72503632,0.0,0.0,4
7294,-104.94722790000002,39.71824718,0.0,0.0,4
7295,-104.94134070000001,39.72096466,0.0,0.0,4
7296,-104.9543403,39.71928242,0.0,0.0,4
7297,-104.771781,39.82736384,0.0,0.0,4
7298,-104.7717748,39.78755505,0.0,0.0,4
7299,-105.0522041,39.73310355,0.0,0.0,4
7300,-104.94108130000001,39.77361218,0.0,0.0,4
7301,-104.94019850000001,39.69348418,0.0,0.0,4
7302,-104.9401291,39.73647801,0.0,0.0,4
7303,-104.99706609999998,39.75656964,0.0,0.0,4
7304,-104.92238449999999,39.64680948,0.0,0.0,4
7305,-104.96842990000002,39.68014664,0.0,0.0,4
7306,-104.9004469,39.75804431,0.0,0.0,4
7307,-104.92799029999999,39.72505688,0.0,0.0,4
7308,-105.05215020000001,39.71814985,0.0,0.0,4
7309,-104.9687378,39.68030451,0.0,0.0,4
7310,-105.0526614,39.75840278,0.0,0.0,4
7311,-104.95858290000001,39.75822451,0.0,0.0,4
7312,-105.0005229,39.75513213,0.0,0.0,4
7313,-104.90451259999999,39.65666949,0.0,0.0,4
7314,-105.0025797,39.76952591,0.0,0.0,4
7315,-104.96950919999999,39.74465503,0.0,0.0,4
7316,-104.9550239,39.73928223,0.0,0.0,4
7317,-104.7719456,39.79920423,0.0,0.0,4
7318,-104.69535390000001,39.83339485,0.0,0.0,4
7319,-104.92232040000002,39.77462521,1.0,0.0,4
7320,-105.0025394,39.73861147,0.0,0.0,4
7321,-104.99111880000001,39.75172067,0.0,0.0,4
7322,-105.0025394,39.73861421,0.0,0.0,4
7323,-104.96842959999998,39.74821077,0.0,0.0,4
7324,-104.90023300000001,39.76724533,0.0,0.0,4
7325,-105.01575420000002,39.78480585,0.0,0.0,4
7326,-105.02857150000001,39.73022479,0.0,0.0,4
7327,-104.98145829999999,39.71383763,0.0,0.0,4
7328,-105.0668179,39.65418145,0.0,0.0,4
7329,-104.98137879999999,39.70920321,0.0,0.0,4
7330,-105.0529253,39.76498137,0.0,0.0,4
7331,-104.98134509999998,39.75079403,0.0,0.0,4
7332,-104.9368381,39.68533923,0.0,0.0,4
7333,-104.69300909999998,39.82736949,0.0,0.0,4
7334,-104.9223235,39.740142,0.0,0.0,4
7335,-104.92230929999998,39.76561251,0.0,0.0,4
7336,-105.0158491,39.77776201,0.0,0.0,4
7337,-104.95828390000001,39.73662339,0.0,0.0,4
7338,-104.9951842,39.72252852,0.0,0.0,4
7339,-104.9947703,39.77111508,0.0,0.0,4
7340,-104.92232779999999,39.69298870000001,0.0,0.0,4
7341,-104.90048840000001,39.74736816,0.0,0.0,4
7342,-104.9405773,39.65486728,0.0,0.0,4
7343,-105.0026009,39.75049322,0.0,0.0,4
7344,-104.97333459999999,39.74811752,1.0,0.0,4
7345,-104.9350997,39.6929629,0.0,0.0,4
7346,-104.97337590000001,39.70567288,0.0,0.0,4
7347,-104.9418264,39.70772912,0.0,0.0,4
7348,-105.0526615,39.69092399,0.0,0.0,4
7349,-104.94123590000002,39.67789016,0.0,0.0,4
7350,-105.00273100000001,39.7376734,0.0,0.0,4
7351,-104.95384550000001,39.73854378,0.0,0.0,4
7352,-104.95844850000002,39.70379045,0.0,0.0,4
7353,-105.0027358,39.73448616,0.0,0.0,4
7354,-104.93685559999999,39.76199337,0.0,0.0,4
7355,-104.98144909999999,39.741054299999995,0.0,0.0,4
7356,-105.00273999999999,39.73289392,0.0,0.0,4
7357,-105.01471229999999,39.76929379,0.0,0.0,4
7358,-104.9047038,39.63830392,0.0,0.0,4
7359,-104.9392956,39.72910021,0.0,0.0,4
7360,-104.97516829999999,39.71646168,0.0,0.0,4
7361,-104.9547717,39.74199065,0.0,0.0,4
7362,-105.05272679999999,39.71859129,0.0,0.0,4
7363,-105.05646670000002,39.68201615,0.0,0.0,4
7364,-104.94126370000001,39.71233857,0.0,0.0,4
7365,-105.028973,39.71808953,0.0,0.0,4
7366,-104.7709388,39.7858231,0.0,0.0,4
7367,-105.01578159999998,39.76745065,0.0,0.0,4
7368,-104.9616209,39.74473725,0.0,0.0,4
7369,-104.9701117,39.73834088,0.0,0.0,4
7370,-104.7709448,39.79824543,0.0,0.0,4
7371,-105.03285220000001,39.76922167,0.0,0.0,4
7372,-105.0008483,39.73839841,0.0,0.0,4
7373,-105.01701159999999,39.70043546,0.0,0.0,4
7374,-104.9230611,39.69630041,0.0,0.0,4
7375,-104.7801037,39.78180277,0.0,0.0,4
7376,-105.0044741,39.75266712,0.0,0.0,4
7377,-104.9946702,39.76180829,0.0,0.0,4
7378,-105.06143490000002,39.63863381,0.0,0.0,4
7379,-104.90305520000001,39.6864766,0.0,0.0,4
7380,-104.99551540000002,39.73678616,0.0,0.0,4
7381,-104.8007857,39.78372555,1.0,0.0,4
7382,-105.0288741,39.66771275,0.0,0.0,4
7383,-105.0006439,39.7481295,0.0,0.0,4
7384,-104.7648991,39.78254064,0.0,0.0,4
7385,-104.94650039999999,39.74378039,0.0,0.0,4
7386,-104.9362399,39.67754236,0.0,0.0,4
7387,-105.05267820000002,39.6554188,0.0,0.0,4
7388,-105.00420190000001,39.77053476,1.0,0.0,4
7389,-104.7582277,39.78352828,0.0,0.0,4
7390,-104.94126509999998,39.71037294,0.0,0.0,4
7391,-105.00420020000001,39.77178109,0.0,0.0,4
7392,-104.95463670000001,39.73830861,0.0,0.0,4
7393,-105.0532528,39.7068874,0.0,0.0,4
7394,-104.76640079999999,39.78286297,0.0,0.0,4
7395,-104.91243270000001,39.73862979,0.0,0.0,4
7396,-105.0007723,39.76906804,0.0,0.0,4
7397,-104.9617142,39.7038576,0.0,0.0,4
7398,-104.9733382,39.76420747,0.0,0.0,4
7399,-104.99703459999999,39.75253674,0.0,0.0,4
7400,-105.0041487,39.74737839,0.0,0.0,4
7401,-104.9009785,39.73287282,0.0,0.0,4
7402,-104.9801851,39.69425524,0.0,0.0,4
7403,-104.95470459999999,39.68933828,0.0,0.0,4
7404,-104.9405321,39.75193581,0.0,0.0,4
7405,-105.01028729999999,39.74222928,0.0,0.0,4
7406,-104.94131609999998,39.74012938,0.0,0.0,4
7407,-105.0562633,39.65236859,0.0,0.0,4
7408,-105.0156094,39.67962023,0.0,0.0,4
7409,-104.9803994,39.68307725,0.0,0.0,4
7410,-104.98040300000001,39.69842359,0.0,0.0,4
7411,-104.7707751,39.78513852,0.0,0.0,4
7412,-104.98041770000002,39.70028497,0.0,0.0,4
7413,-104.94121240000001,39.70717715,0.0,0.0,4
7414,-105.00321170000001,39.69892296,0.0,0.0,4
7415,-104.89998700000001,39.66755379,0.0,0.0,4
7416,-104.8999757,39.73870419,0.0,0.0,4
7417,-104.9911878,39.77652149,0.0,0.0,4
7418,-104.92355659999998,39.72509838,0.0,0.0,4
7419,-104.98094040000001,39.71466167,0.0,0.0,4
7420,-104.9368794,39.68462289,0.0,0.0,4
7421,-104.9229268,39.68929094,0.0,0.0,4
7422,-104.9545434,39.72333541,0.0,0.0,4
7423,-105.0519945,39.77204404,0.0,0.0,4
7424,-104.9943088,39.72561046,0.0,0.0,4
7425,-104.9943119,39.74047063,0.0,0.0,4
7426,-104.97986019999999,39.74912934,0.0,0.0,4
7427,-104.7714244,39.80414794,0.0,0.0,4
7428,-104.91185320000001,39.63769201,1.0,0.0,4
7429,-104.90472220000001,39.71700203,0.0,0.0,4
7430,-104.9732456,39.75996564,0.0,0.0,4
7431,-104.96190259999999,39.73537717,0.0,0.0,4
7432,-104.969626,39.67842523,1.0,0.0,4
7433,-104.98048259999999,39.74479733,0.0,0.0,4
7434,-104.9694672,39.73046453,0.0,0.0,4
7435,-104.9544547,39.7182864,0.0,0.0,4
7436,-105.0238825,39.6767028,0.0,0.0,4
7437,-104.8907087,39.76738585,0.0,0.0,4
7438,-105.03298259999998,39.74056732,0.0,0.0,4
7439,-104.98049850000001,39.68216349,0.0,0.0,4
7440,-104.9904352,39.75768864,0.0,0.0,4
7441,-104.9911832,39.71294944,0.0,0.0,4
7442,-105.0525933,39.6971638,0.0,0.0,4
7443,-104.9618088,39.67484273,1.0,0.0,4
7444,-104.96178770000002,39.68268879,0.0,0.0,4
7445,-105.02178459999999,39.78387242,0.0,0.0,4
7446,-104.9412044,39.67916659,0.0,0.0,4
7447,-104.77184150000001,39.8191505,1.0,0.0,4
7448,-104.93729950000001,39.77361064,1.0,0.0,4
7449,-105.0028226,39.73528266,0.0,0.0,4
7450,-104.9561011,39.76177641,0.0,0.0,4
7451,-105.00254960000001,39.76976736,0.0,0.0,4
7452,-104.9437225,39.7290471,0.0,0.0,4
7453,-105.03677090000001,39.70216487,0.0,0.0,4
7454,-105.00609479999999,39.76696568,0.0,0.0,4
7455,-104.90551620000001,39.62413634,0.0,0.0,4
7456,-104.9494524,39.74191098,0.0,0.0,4
7457,-104.9909739,39.74277599,0.0,0.0,4
7458,-104.8059542,39.79251349,0.0,0.0,4
7459,-104.9494453,39.74372008,1.0,0.0,4
7460,-104.97691599999999,39.70566946,0.0,0.0,4
7461,-104.97691609999998,39.71471797,1.0,0.0,4
7462,-104.97482009999999,39.76535885,0.0,0.0,4
7463,-104.95816770000002,39.7037919,0.0,0.0,4
7464,-104.76401390000001,39.83397273,0.0,0.0,4
7465,-105.037213,39.72942453,0.0,0.0,4
7466,-104.93666100000002,39.77337424,0.0,0.0,4
7467,-105.0226945,39.70042023,0.0,0.0,4
7468,-104.9052507,39.76745747,0.0,0.0,4
7469,-104.884752,39.73798867,1.0,2.0,4
7470,-104.968846,39.79466208,0.0,0.0,4
7471,-104.9768925,39.7092959,0.0,0.0,4
7472,-104.99215600000001,39.73225025,0.0,0.0,4
7473,-105.0156892,39.69997979,0.0,0.0,4
7474,-105.03673629999999,39.73863028,1.0,0.0,4
7475,-104.93993909999999,39.69525368,0.0,0.0,4
7476,-104.9572239,39.67831372,0.0,0.0,4
7477,-104.97701210000001,39.78576295,0.0,0.0,4
7478,-104.9055051,39.77018204,0.0,0.0,4
7479,-104.96964479999998,39.76576116,0.0,0.0,4
7480,-104.97474059999999,39.74747592,0.0,0.0,4
7481,-104.99370990000001,39.75046079,0.0,0.0,4
7482,-104.90228629999999,39.76757972,0.0,0.0,4
7483,-104.93707649999999,39.67821074,0.0,0.0,4
7484,-104.94104490000001,39.69607705,0.0,0.0,4
7485,-105.0054685,39.71656552,0.0,0.0,4
7486,-105.02409409999999,39.68165347,0.0,0.0,4
7487,-104.99445279999999,39.74361182,0.0,0.0,4
7488,-104.97688829999998,39.70747575,0.0,0.0,4
7489,-105.0372888,39.72548537,0.0,0.0,4
7490,-104.9037322,39.76865495,0.0,0.0,4
7491,-104.9051132,39.71071451,0.0,0.0,4
7492,-105.0156831,39.68592927,1.0,0.0,4
7493,-104.9937611,39.70051063,0.0,0.0,4
7494,-104.9963915,39.73560945,0.0,0.0,4
7495,-105.0015578,39.77565718,0.0,0.0,4
7496,-104.9921588,39.72253746,0.0,0.0,4
7497,-104.7682423,39.78506515,0.0,0.0,4
7498,-104.9050795,39.65264491,0.0,0.0,4
7499,-104.95796399999999,39.66758835,0.0,0.0,4
7500,-104.9113378,39.73987067,0.0,0.0,4
7501,-105.0369692,39.73297046,1.0,0.0,4
7502,-104.9937879,39.74754292,0.0,0.0,4
7503,-104.99090530000001,39.76153402,1.0,0.0,4
7504,-104.76810649999999,39.83385547,0.0,0.0,4
7505,-105.02842849999999,39.73880592,0.0,0.0,4
7506,-105.02268899999999,39.67823534,0.0,0.0,4
7507,-105.0112162,39.77171983,0.0,0.0,4
7508,-105.0296387,39.71477863,0.0,0.0,4
7509,-105.03729399999999,39.7133787,0.0,0.0,4
7510,-104.90501699999999,39.76648447,0.0,0.0,4
7511,-104.97354650000001,39.73363443,0.0,0.0,4
7512,-104.9437155,39.67837686,0.0,0.0,4
7513,-104.9771741,39.7673816,0.0,0.0,4
7514,-105.02865790000001,39.73113382,0.0,0.0,4
7515,-104.92179809999999,39.65117722,0.0,0.0,4
7516,-104.97693329999998,39.69476243,0.0,0.0,4
7517,-104.89630020000001,39.68898155,1.0,0.0,4
7518,-105.03389540000002,39.68936314,0.0,0.0,4
7519,-104.96843510000001,39.74608047,0.0,0.0,4
7520,-104.7645848,39.78638206,0.0,0.0,4
7521,-105.017436,39.77050739,0.0,0.0,4
7522,-105.0462777,39.77475639,0.0,0.0,4
7523,-104.9581371,39.68934042,1.0,0.0,4
7524,-104.903677,39.71449577,0.0,0.0,4
7525,-105.0015473,39.69308763,0.0,0.0,4
7526,-104.90148470000001,39.72730245,0.0,0.0,4
7527,-104.9696483,39.75448369,0.0,0.0,4
7528,-104.91946170000001,39.73832975,0.0,0.0,4
7529,-104.98217779999999,39.69293804,0.0,0.0,4
7530,-104.9573374,39.76198251,0.0,0.0,4
7531,-104.903888,39.76496612,0.0,0.0,4
7532,-104.96965420000001,39.74946539,0.0,0.0,4
7533,-104.9768015,39.77584625,0.0,0.0,4
7534,-104.9768111,39.71019875,0.0,0.0,4
7535,-104.9497999,39.775124700000006,0.0,0.0,4
7536,-104.9529673,39.68153622,0.0,0.0,4
7537,-105.03333710000001,39.73752149,0.0,0.0,4
7538,-105.0886113,39.63828736,0.0,0.0,4
7539,-105.02375479999999,39.75470957,1.0,0.0,4
7540,-105.09396310000001,39.62708845,0.0,0.0,4
7541,-105.03619909999999,39.72576384,1.0,0.0,4
7542,-104.76268979999999,39.79164386,0.0,0.0,4
7543,-104.9766892,39.67841295,0.0,0.0,4
7544,-104.90297350000002,39.68730528,0.0,0.0,4
7545,-104.9631985,39.78208807,0.0,0.0,4
7546,-105.00527240000001,39.73529024,0.0,0.0,4
7547,-105.0361416,39.7382134,0.0,0.0,4
7548,-104.9034403,39.7619825,1.0,0.0,4
7549,-104.9908309,39.71838085,0.0,0.0,4
7550,-104.89130559999998,39.74043312,0.0,0.0,4
7551,-105.0116091,39.72910416,0.0,0.0,4
7552,-104.9576483,39.71626691,0.0,0.0,4
7553,-104.95750890000002,39.71453124,0.0,0.0,4
7554,-105.04650590000001,39.67898576,0.0,0.0,4
7555,-104.97355690000002,39.73508947,0.0,0.0,4
7556,-105.0235058,39.71284323,0.0,0.0,4
7557,-104.76051600000001,39.77641869,0.0,0.0,4
7558,-104.9038395,39.76775231,0.0,0.0,4
7559,-104.94972820000001,39.77338114,0.0,0.0,4
7560,-104.94092260000001,39.76630084,0.0,0.0,4
7561,-105.0234892,39.71998914,0.0,0.0,4
7562,-104.9775202,39.67846057,0.0,0.0,4
7563,-105.0465047,39.74020842,0.0,0.0,4
7564,-105.0169166,39.70752618,0.0,0.0,4
7565,-104.9483821,39.73511964,0.0,0.0,4
7566,-104.96071859999999,39.73674713,0.0,0.0,4
7567,-105.0112243,39.77413018,0.0,0.0,4
7568,-104.9679936,39.72551911,0.0,0.0,4
7569,-105.04637930000001,39.70187838,0.0,0.0,4
7570,-105.02353049999999,39.75421726,0.0,0.0,4
7571,-105.00563390000002,39.72537034,0.0,0.0,4
7572,-105.04657040000001,39.73279921,0.0,0.0,4
7573,-104.97700159999998,39.72899659,0.0,0.0,4
7574,-104.9132723,39.67822063,0.0,0.0,4
7575,-104.9942605,39.6933585,0.0,0.0,4
7576,-104.90546780000001,39.76156724,0.0,0.0,4
7577,-104.95281240000001,39.73513758,0.0,0.0,4
7578,-104.9257635,39.73649388,0.0,0.0,4
7579,-104.9402955,39.71518633,0.0,0.0,4
7580,-105.0015121,39.71304308,1.0,0.0,4
7581,-104.93613,39.69386831,0.0,0.0,4
7582,-105.0112845,39.76191413,0.0,0.0,4
7583,-105.03333290000002,39.73707948,0.0,0.0,4
7584,-104.9124402,39.68552732,0.0,0.0,4
7585,-104.9406808,39.73284588,1.0,0.0,4
7586,-105.00540690000001,39.69604416,0.0,0.0,4
7587,-105.029697,39.65834896,0.0,0.0,4
7588,-104.94980990000002,39.77386194,0.0,0.0,4
7589,-104.9631743,39.73832591,0.0,0.0,4
7590,-105.0015158,39.72654166,0.0,0.0,4
7591,-104.99371000000001,39.75045805,0.0,0.0,4
7592,-105.0052287,39.73847182,1.0,0.0,4
7593,-105.01176389999999,39.6894957,0.0,0.0,4
7594,-104.89742520000001,39.77275444,0.0,0.0,4
7595,-104.96293899999999,39.67478201,0.0,0.0,4
7596,-105.0052824,39.76563906,0.0,0.0,4
7597,-104.8152865,39.78835966,0.0,0.0,4
7598,-104.9347385,39.66720717,0.0,0.0,4
7599,-104.9372361,39.68534388,0.0,0.0,4
7600,-104.751347,39.77444728,0.0,0.0,4
7601,-104.93154820000001,39.78087986,0.0,0.0,4
7602,-105.0235271,39.75262226,0.0,0.0,4
7603,-105.0909527,39.63377394,0.0,0.0,4
7604,-105.00651289999999,39.69796503,0.0,0.0,4
7605,-104.9529015,39.73921748,0.0,0.0,4
7606,-104.9022409,39.78166535,0.0,0.0,4
7607,-104.95794699999999,39.6748442,0.0,0.0,4
7608,-105.033697,39.71814953,0.0,0.0,4
7609,-104.9824148,39.68922193,0.0,0.0,4
7610,-104.9559615,39.73484746,0.0,0.0,4
7611,-104.99643090000001,39.73209841,0.0,0.0,4
7612,-104.9738203,39.7445234,0.0,0.0,4
7613,-104.98239779999999,39.71466535,0.0,0.0,4
7614,-104.9823933,39.75814769,0.0,0.0,4
7615,-105.0881797,39.62952816,0.0,0.0,4
7616,-105.02207050000001,39.75604242,0.0,0.0,4
7617,-104.95589109999999,39.78012463,0.0,0.0,4
7618,-105.0011283,39.74202884,0.0,0.0,4
7619,-105.0531852,39.71415666,0.0,0.0,4
7620,-104.8207989,39.77621088,0.0,0.0,4
7621,-105.03836509999998,39.74020697,0.0,0.0,4
7622,-104.7912228,39.78603205,0.0,0.0,4
7623,-104.96886029999999,39.79042079,0.0,0.0,4
7624,-104.99502959999998,39.69660402,0.0,0.0,4
7625,-105.01118249999999,39.77655404,0.0,0.0,4
7626,-104.9582575,39.7225482,1.0,0.0,4
7627,-104.9705071,39.678429200000004,0.0,0.0,4
7628,-104.97566509999999,39.71562384,0.0,0.0,4
7629,-105.03837309999999,39.72548963,0.0,0.0,4
7630,-104.9293729,39.65123896,0.0,0.0,4
7631,-104.99642659999998,39.75795875,0.0,0.0,4
7632,-104.6800856,39.83336646,0.0,0.0,4
7633,-105.04772849999999,39.74013077,0.0,0.0,4
7634,-104.9480426,39.73986189,0.0,0.0,4
7635,-104.99052720000002,39.74698529,0.0,0.0,4
7636,-104.9964139,39.73050883,0.0,0.0,4
7637,-104.97581509999998,39.72552676,0.0,0.0,4
7638,-105.01570670000001,39.69177689,0.0,0.0,4
7639,-104.92194669999999,39.76169599,0.0,0.0,4
7640,-104.9366114,39.67905956,0.0,0.0,4
7641,-104.95691140000001,39.79125848,0.0,0.0,4
7642,-105.0298023,39.65694925,0.0,0.0,4
7643,-104.9745695,39.75322648,0.0,0.0,4
7644,-104.9641237,39.73832749,0.0,0.0,4
7645,-104.9530314,39.7800098,0.0,0.0,4
7646,-105.02847620000001,39.69310261,0.0,0.0,4
7647,-104.973366,39.75198024,0.0,0.0,4
7648,-104.89750320000002,39.67923627,0.0,0.0,4
7649,-104.9579372,39.72120702,0.0,0.0,4
7650,-105.01120259999999,39.76805489,0.0,0.0,4
7651,-105.0064491,39.76564396,0.0,0.0,4
7652,-105.0334405,39.76206169,0.0,0.0,4
7653,-104.9253919,39.738452200000005,0.0,0.0,4
7654,-105.05316869999999,39.72623307,0.0,0.0,4
7655,-104.959658,39.76871904,0.0,0.0,4
7656,-104.94080259999998,39.69928517,0.0,0.0,4
7657,-104.90161859999999,39.76620919,0.0,0.0,4
7658,-105.03344309999999,39.70395263,1.0,0.0,4
7659,-105.0012935,39.77731418,0.0,0.0,4
7660,-105.00644750000001,39.77901872,1.0,0.0,4
7661,-105.0531854,39.71580657,0.0,0.0,4
7662,-104.8907463,39.72008758,0.0,0.0,4
7663,-104.97562909999999,39.75564428,0.0,0.0,4
7664,-104.91244329999999,39.69280246,0.0,0.0,4
7665,-104.90155940000001,39.63853503,0.0,0.0,4
7666,-104.97571880000001,39.70748702,0.0,0.0,4
7667,-104.91243859999999,39.74259675,0.0,0.0,4
